design_id,run_order,timing_id,timing,block,trial_in_block,interference,movement_trial_id
15,45,2,encoding,4,5,visual,4
15,46,2,encoding,5,1,control,21
15,47,2,encoding,5,2,control,15
15,48,2,encoding,5,3,control,17
15,49,2,encoding,5,4,control,3
15,50,2,encoding,5,5,control,9
16,1,1,encoding,1,1,control,8
16,2,1,encoding,1,2,control,14
16,3,1,encoding,1,3,control,9
16,4,1,encoding,1,4,control,7
16,5,1,encoding,1,5,control,16
16,6,1,encoding,2,1,spatial,17
16,7,1,encoding,2,2,spatial,23
16,8,1,encoding,2,3,spatial,13
16,9,1,encoding,2,4,spatial,5
16,10,1,encoding,2,5,spatial,3
16,11,1,encoding,3,1,verbal,20
16,12,1,encoding,3,2,verbal,6
16,13,1,encoding,3,3,verbal,25
16,14,1,encoding,3,4,verbal,19
16,15,1,encoding,3,5,verbal,15
16,16,1,encoding,4,1,visual,22
16,17,1,encoding,4,2,visual,12
16,18,1,encoding,4,3,visual,18
16,19,1,encoding,4,4,visual,24
16,20,1,encoding,4,5,visual,2
16,21,1,encoding,5,1,motor,10
16,22,1,encoding,5,2,motor,4
16,23,1,encoding,5,3,motor,11
16,24,1,encoding,5,4,motor,21
16,25,1,encoding,5,5,motor,1
16,26,2,retention,1,1,spatial,22
16,27,2,retention,1,2,spatial,1
16,28,2,retention,1,3,spatial,6
16,29,2,retention,1,4,spatial,7
16,30,2,retention,1,5,spatial,20
16,31,2,retention,2,1,visual,24
16,32,2,retention,2,2,visual,9
16,33,2,retention,2,3,visual,16
16,34,2,retention,2,4,visual,3
16,35,2,retention,2,5,visual,14
16,36,2,retention,3,1,verbal,8
16,37,2,retention,3,2,verbal,15
16,38,2,retention,3,3,verbal,17
16,39,2,retention,3,4,verbal,12
16,40,2,retention,3,5,verbal,19
16,41,2,retention,4,1,control,23
16,42,2,retention,4,2,control,18
16,43,2,retention,4,3,control,21
16,44,2,retention,4,4,control,10
16,45,2,retention,4,5,control,4
16,46,2,retention,5,1,motor,2
16,47,2,retention,5,2,motor,11
16,48,2,retention,5,3,motor,5
16,49,2,retention,5,4,motor,13
16,50,2,retention,5,5,motor,25
17,1,1,retention,1,1,spatial,7
17,2,1,retention,1,2,spatial,23
17,3,1,retention,1,3,spatial,21
17,4,1,retention,1,4,spatial,9
17,5,1,retention,1,5,spatial,13
17,6,1,retention,2,1,motor,16
17,7,1,retention,2,2,motor,1
17,8,1,retention,2,3,motor,17
17,9,1,retention,2,4,motor,15
17,10,1,retention,2,5,motor,11
17,11,1,retention,3,1,control,14
17,12,1,retention,3,2,control,22
17,13,1,retention,3,3,control,12
17,14,1,retention,3,4,control,5
17,15,1,retention,3,5,control,10
17,16,1,retention,4,1,verbal,19
17,17,1,retention,4,2,verbal,20
17,18,1,retention,4,3,verbal,2
17,19,1,retention,4,4,verbal,6
17,20,1,retention,4,5,verbal,24
17,21,1,retention,5,1,visual,4
17,22,1,retention,5,2,visual,18
17,23,1,retention,5,3,visual,3
17,24,1,retention,5,4,visual,25
17,25,1,retention,5,5,visual,8
17,26,2,encoding,1,1,motor,15
17,27,2,encoding,1,2,motor,20
17,28,2,encoding,1,3,motor,12
17,29,2,encoding,1,4,motor,9
17,30,2,encoding,1,5,motor,13
17,31,2,encoding,2,1,verbal,3
17,32,2,encoding,2,2,verbal,17
17,33,2,encoding,2,3,verbal,16
17,34,2,encoding,2,4,verbal,25
17,35,2,encoding,2,5,verbal,7
17,36,2,encoding,3,1,visual,14
17,37,2,encoding,3,2,visual,4
17,38,2,encoding,3,3,visual,23
17,39,2,encoding,3,4,visual,10
17,40,2,encoding,3,5,visual,21
17,41,2,encoding,4,1,spatial,6
17,42,2,encoding,4,2,spatial,2
17,43,2,encoding,4,3,spatial,5
17,44,2,encoding,4,4,spatial,8
17,45,2,encoding,4,5,spatial,1
17,46,2,encoding,5,1,control,22
17,47,2,encoding,5,2,control,11
17,48,2,encoding,5,3,control,24
17,49,2,encoding,5,4,control,19
17,50,2,encoding,5,5,control,18
18,1,1,encoding,1,1,visual,9
18,2,1,encoding,1,2,visual,18
18,3,1,encoding,1,3,visual,4
18,4,1,encoding,1,4,visual,12
18,5,1,encoding,1,5,visual,11
18,6,1,encoding,2,1,verbal,8
18,7,1,encoding,2,2,verbal,21
18,8,1,encoding,2,3,verbal,14
18,9,1,encoding,2,4,verbal,3
18,10,1,encoding,2,5,verbal,22
18,11,1,encoding,3,1,motor,1
18,12,1,encoding,3,2,motor,15
18,13,1,encoding,3,3,motor,24
18,14,1,encoding,3,4,motor,25
18,15,1,encoding,3,5,motor,5
18,16,1,encoding,4,1,spatial,17
18,17,1,encoding,4,2,spatial,7
18,18,1,encoding,4,3,spatial,13
18,19,1,encoding,4,4,spatial,23
18,20,1,encoding,4,5,spatial,16
18,21,1,encoding,5,1,control,10
18,22,1,encoding,5,2,control,19
18,23,1,encoding,5,3,control,6
18,24,1,encoding,5,4,control,20
18,25,1,encoding,5,5,control,2
18,26,2,retention,1,1,control,4
18,27,2,retention,1,2,control,6
18,28,2,retention,1,3,control,7
18,29,2,retention,1,4,control,1
18,30,2,retention,1,5,control,21
18,31,2,retention,2,1,motor,23
18,32,2,retention,2,2,motor,19
18,33,2,retention,2,3,motor,17
18,34,2,retention,2,4,motor,20
18,35,2,retention,2,5,motor,13
18,36,2,retention,3,1,spatial,11
18,37,2,retention,3,2,spatial,14
18,38,2,retention,3,3,spatial,18
18,39,2,retention,3,4,spatial,3
18,40,2,retention,3,5,spatial,8
18,41,2,retention,4,1,visual,16
18,42,2,retention,4,2,visual,24
18,43,2,retention,4,3,visual,25
18,44,2,retention,4,4,visual,5
18,45,2,retention,4,5,visual,9
18,46,2,retention,5,1,verbal,22
18,47,2,retention,5,2,verbal,15
18,48,2,retention,5,3,verbal,12
18,49,2,retention,5,4,verbal,2
18,50,2,retention,5,5,verbal,10
19,1,1,retention,1,1,verbal,12
19,2,1,retention,1,2,verbal,25
19,3,1,retention,1,3,verbal,19
19,4,1,retention,1,4,verbal,1
19,5,1,retention,1,5,verbal,6
19,6,1,retention,2,1,control,18
19,7,1,retention,2,2,control,14
19,8,1,retention,2,3,control,11
19,9,1,retention,2,4,control,2
19,10,1,retention,2,5,control,7
19,11,1,retention,3,1,visual,20
19,12,1,retention,3,2,visual,15
19,13,1,retention,3,3,visual,16
19,14,1,retention,3,4,visual,3
19,15,1,retention,3,5,visual,4
19,16,1,retention,4,1,motor,23
19,17,1,retention,4,2,motor,21
19,18,1,retention,4,3,motor,22
19,19,1,retention,4,4,motor,24
19,20,1,retention,4,5,motor,5
19,21,1,retention,5,1,spatial,9
19,22,1,retention,5,2,spatial,13
19,23,1,retention,5,3,spatial,17
19,24,1,retention,5,4,spatial,8
19,25,1,retention,5,5,spatial,10
19,26,2,encoding,1,1,verbal,23
19,27,2,encoding,1,2,verbal,7
19,28,2,encoding,1,3,verbal,22
19,29,2,encoding,1,4,verbal,20
19,30,2,encoding,1,5,verbal,18
19,31,2,encoding,2,1,spatial,13
19,32,2,encoding,2,2,spatial,14
19,33,2,encoding,2,3,spatial,15
19,34,2,encoding,2,4,spatial,1
19,35,2,encoding,2,5,spatial,11
19,36,2,encoding,3,1,control,10
19,37,2,encoding,3,2,control,4
19,38,2,encoding,3,3,control,25
19,39,2,encoding,3,4,control,8
19,40,2,encoding,3,5,control,21
19,41,2,encoding,4,1,motor,5
19,42,2,encoding,4,2,motor,19
19,43,2,encoding,4,3,motor,6
19,44,2,encoding,4,4,motor,16
19,45,2,encoding,4,5,motor,2
19,46,2,encoding,5,1,visual,9
19,47,2,encoding,5,2,visual,3
19,48,2,encoding,5,3,visual,12
19,49,2,encoding,5,4,visual,17
19,50,2,encoding,5,5,visual,24
20,1,1,encoding,1,1,motor,6
20,2,1,encoding,1,2,motor,4
20,3,1,encoding,1,3,motor,7
20,4,1,encoding,1,4,motor,12
20,5,1,encoding,1,5,motor,2
20,6,1,encoding,2,1,visual,3
20,7,1,encoding,2,2,visual,19
20,8,1,encoding,2,3,visual,25
20,9,1,encoding,2,4,visual,5
20,10,1,encoding,2,5,visual,20
20,11,1,encoding,3,1,spatial,18
20,12,1,encoding,3,2,spatial,13
20,13,1,encoding,3,3,spatial,1
20,14,1,encoding,3,4,spatial,15
20,15,1,encoding,3,5,spatial,14
20,16,1,encoding,4,1,control,24
20,17,1,encoding,4,2,control,10
20,18,1,encoding,4,3,control,8
20,19,1,encoding,4,4,control,21
20,20,1,encoding,4,5,control,16
20,21,1,encoding,5,1,verbal,22
20,22,1,encoding,5,2,verbal,17
20,23,1,encoding,5,3,verbal,11
20,24,1,encoding,5,4,verbal,9
20,25,1,encoding,5,5,verbal,23
20,26,2,retention,1,1,visual,23
20,27,2,retention,1,2,visual,15
20,28,2,retention,1,3,visual,21
20,29,2,retention,1,4,visual,4
20,30,2,retention,1,5,visual,12
20,31,2,retention,2,1,control,3
20,32,2,retention,2,2,control,5
20,33,2,retention,2,3,control,14
20,34,2,retention,2,4,control,18
20,35,2,retention,2,5,control,2
20,36,2,retention,3,1,motor,22
20,37,2,retention,3,2,motor,7
20,38,2,retention,3,3,motor,11
20,39,2,retention,3,4,motor,9
20,40,2,retention,3,5,motor,6
20,41,2,retention,4,1,verbal,17
20,42,2,retention,4,2,verbal,16
20,43,2,retention,4,3,verbal,19
20,44,2,retention,4,4,verbal,1
20,45,2,retention,4,5,verbal,24
20,46,2,retention,5,1,spatial,25
20,47,2,retention,5,2,spatial,10
20,48,2,retention,5,3,spatial,13
20,49,2,retention,5,4,spatial,20
20,50,2,retention,5,5,spatial,8
21,1,1,retention,1,1,control,17
21,2,1,retention,1,2,control,15
21,3,1,retention,1,3,control,10
21,4,1,retention,1,4,control,13
21,5,1,retention,1,5,control,1
21,6,1,retention,2,1,spatial,20
21,7,1,retention,2,2,spatial,24
21,8,1,retention,2,3,spatial,18
21,9,1,retention,2,4,spatial,22
21,10,1,retention,2,5,spatial,23
21,11,1,retention,3,1,verbal,5
21,12,1,retention,3,2,verbal,14
21,13,1,retention,3,3,verbal,4
21,14,1,retention,3,4,verbal,3
21,15,1,retention,3,5,verbal,8
21,16,1,retention,4,1,motor,11
21,17,1,retention,4,2,motor,2
21,18,1,retention,4,3,motor,7
21,19,1,retention,4,4,motor,6
21,20,1,retention,4,5,motor,12
21,21,1,retention,5,1,visual,9
21,22,1,retention,5,2,visual,19
21,23,1,retention,5,3,visual,16
21,24,1,retention,5,4,visual,21
21,25,1,retention,5,5,visual,25
21,26,2,encoding,1,1,visual,10
21,27,2,encoding,1,2,visual,7
21,28,2,encoding,1,3,visual,16
21,29,2,encoding,1,4,visual,1
21,30,2,encoding,1,5,visual,24
21,31,2,encoding,2,1,spatial,8
21,32,2,encoding,2,2,spatial,12
21,33,2,encoding,2,3,spatial,9
21,34,2,encoding,2,4,spatial,6
21,35,2,encoding,2,5,spatial,4
21,36,2,encoding,3,1,motor,19
21,37,2,encoding,3,2,motor,2
21,38,2,encoding,3,3,motor,13
21,39,2,encoding,3,4,motor,23
21,40,2,encoding,3,5,motor,11
21,41,2,encoding,4,1,control,20
21,42,2,encoding,4,2,control,17
21,43,2,encoding,4,3,control,5
21,44,2,encoding,4,4,control,14
21,45,2,encoding,4,5,control,22
21,46,2,encoding,5,1,verbal,15
21,47,2,encoding,5,2,verbal,18
21,48,2,encoding,5,3,verbal,25
21,49,2,encoding,5,4,verbal,21
21,50,2,encoding,5,5,verbal,3
22,1,1,encoding,1,1,motor,17
22,2,1,encoding,1,2,motor,3
22,3,1,encoding,1,3,motor,23
22,4,1,encoding,1,4,motor,20
22,5,1,encoding,1,5,motor,5
22,6,1,encoding,2,1,control,9
22,7,1,encoding,2,2,control,21
22,8,1,encoding,2,3,control,11
22,9,1,encoding,2,4,control,7
22,10,1,encoding,2,5,control,22
22,11,1,encoding,3,1,spatial,10
22,12,1,encoding,3,2,spatial,15
22,13,1,encoding,3,3,spatial,12
22,14,1,encoding,3,4,spatial,18
22,15,1,encoding,3,5,spatial,14
22,16,1,encoding,4,1,visual,4
22,17,1,encoding,4,2,visual,8
22,18,1,encoding,4,3,visual,1
22,19,1,encoding,4,4,visual,13
22,20,1,encoding,4,5,visual,2
22,21,1,encoding,5,1,verbal,25
22,22,1,encoding,5,2,verbal,19
22,23,1,encoding,5,3,verbal,16
22,24,1,encoding,5,4,verbal,6
22,25,1,encoding,5,5,verbal,24
22,26,2,retention,1,1,verbal,7
22,27,2,retention,1,2,verbal,25
22,28,2,retention,1,3,verbal,13
22,29,2,retention,1,4,verbal,10
22,30,2,retention,1,5,verbal,21
22,31,2,retention,2,1,control,6
22,32,2,retention,2,2,control,22
22,33,2,retention,2,3,control,2
22,34,2,retention,2,4,control,19
22,35,2,retention,2,5,control,5
22,36,2,retention,3,1,visual,24
22,37,2,retention,3,2,visual,15
22,38,2,retention,3,3,visual,8
22,39,2,retention,3,4,visual,12
22,40,2,retention,3,5,visual,4
22,41,2,retention,4,1,motor,23
22,42,2,retention,4,2,motor,9
22,43,2,retention,4,3,motor,3
22,44,2,retention,4,4,motor,18
22,45,2,retention,4,5,motor,17
22,46,2,retention,5,1,spatial,14
22,47,2,retention,5,2,spatial,16
22,48,2,retention,5,3,spatial,11
22,49,2,retention,5,4,spatial,1
22,50,2,retention,5,5,spatial,20
23,1,1,retention,1,1,spatial,6
23,2,1,retention,1,2,spatial,8
23,3,1,retention,1,3,spatial,15
23,4,1,retention,1,4,spatial,18
23,5,1,retention,1,5,spatial,2
23,6,1,retention,2,1,visual,12
23,7,1,retention,2,2,visual,24
23,8,1,retention,2,3,visual,17
23,9,1,retention,2,4,visual,10
23,10,1,retention,2,5,visual,11
23,11,1,retention,3,1,control,22
23,12,1,retention,3,2,control,21
23,13,1,retention,3,3,control,25
23,14,1,retention,3,4,control,20
23,15,1,retention,3,5,control,9
23,16,1,retention,4,1,verbal,1
23,17,1,retention,4,2,verbal,23
23,18,1,retention,4,3,verbal,3
23,19,1,retention,4,4,verbal,19
23,20,1,retention,4,5,verbal,4
23,21,1,retention,5,1,motor,7
23,22,1,retention,5,2,motor,16
23,23,1,retention,5,3,motor,14
23,24,1,retention,5,4,motor,13
23,25,1,retention,5,5,motor,5
23,26,2,encoding,1,1,motor,25
23,27,2,encoding,1,2,motor,5
23,28,2,encoding,1,3,motor,4
23,29,2,encoding,1,4,motor,23
23,30,2,encoding,1,5,motor,22
23,31,2,encoding,2,1,verbal,10
23,32,2,encoding,2,2,verbal,24
23,33,2,encoding,2,3,verbal,6
23,34,2,encoding,2,4,verbal,18
23,35,2,encoding,2,5,verbal,9
23,36,2,encoding,3,1,control,19
23,37,2,encoding,3,2,control,17
23,38,2,encoding,3,3,control,2
23,39,2,encoding,3,4,control,13
23,40,2,encoding,3,5,control,15
23,41,2,encoding,4,1,spatial,11
23,42,2,encoding,4,2,spatial,7
23,43,2,encoding,4,3,spatial,16
23,44,2,encoding,4,4,spatial,1
23,45,2,encoding,4,5,spatial,12
23,46,2,encoding,5,1,visual,20
23,47,2,encoding,5,2,visual,8
23,48,2,encoding,5,3,visual,21
23,49,2,encoding,5,4,visual,3
23,50,2,encoding,5,5,visual,14
24,1,1,encoding,1,1,visual,24
24,2,1,encoding,1,2,visual,16
24,3,1,encoding,1,3,visual,4
24,4,1,encoding,1,4,visual,15
24,5,1,encoding,1,5,visual,8
24,6,1,encoding,2,1,verbal,21
24,7,1,encoding,2,2,verbal,10
24,8,1,encoding,2,3,verbal,7
24,9,1,encoding,2,4,verbal,18
24,10,1,encoding,2,5,verbal,13
24,11,1,encoding,3,1,motor,20
24,12,1,encoding,3,2,motor,2
24,13,1,encoding,3,3,motor,5
24,14,1,encoding,3,4,motor,17
24,15,1,encoding,3,5,motor,3
24,16,1,encoding,4,1,control,6
24,17,1,encoding,4,2,control,23
24,18,1,encoding,4,3,control,25
24,19,1,encoding,4,4,control,22
24,20,1,encoding,4,5,control,9
24,21,1,encoding,5,1,spatial,11
24,22,1,encoding,5,2,spatial,12
24,23,1,encoding,5,3,spatial,19
24,24,1,encoding,5,4,spatial,14
24,25,1,encoding,5,5,spatial,1
24,26,2,retention,1,1,control,21
24,27,2,retention,1,2,control,2
24,28,2,retention,1,3,control,5
24,29,2,retention,1,4,control,18
24,30,2,retention,1,5,control,19
24,31,2,retention,2,1,visual,15
24,32,2,retention,2,2,visual,23
24,33,2,retention,2,3,visual,25
24,34,2,retention,2,4,visual,7
24,35,2,retention,2,5,visual,9
24,36,2,retention,3,1,spatial,10
24,37,2,retention,3,2,spatial,17
24,38,2,retention,3,3,spatial,24
24,39,2,retention,3,4,spatial,22
24,40,2,retention,3,5,spatial,11
24,41,2,retention,4,1,verbal,4
24,42,2,retention,4,2,verbal,3
24,43,2,retention,4,3,verbal,20
24,44,2,retention,4,4,verbal,8
24,45,2,retention,4,5,verbal,6
24,46,2,retention,5,1,motor,14
24,47,2,retention,5,2,motor,12
24,48,2,retention,5,3,motor,16
24,49,2,retention,5,4,motor,13
24,50,2,retention,5,5,motor,1
25,1,1,retention,1,1,verbal,17
25,2,1,retention,1,2,verbal,23
25,3,1,retention,1,3,verbal,2
25,4,1,retention,1,4,verbal,9
25,5,1,retention,1,5,verbal,18
25,6,1,retention,2,1,motor,1
25,7,1,retention,2,2,motor,21
25,8,1,retention,2,3,motor,4
25,9,1,retention,2,4,motor,7
25,10,1,retention,2,5,motor,12
25,11,1,retention,3,1,visual,16
25,12,1,retention,3,2,visual,5
25,13,1,retention,3,3,visual,24
25,14,1,retention,3,4,visual,6
25,15,1,retention,3,5,visual,11
25,16,1,retention,4,1,spatial,15
25,17,1,retention,4,2,spatial,19
25,18,1,retention,4,3,spatial,10
25,19,1,retention,4,4,spatial,3
25,20,1,retention,4,5,spatial,22
25,21,1,retention,5,1,control,14
25,22,1,retention,5,2,control,25
25,23,1,retention,5,3,control,20
25,24,1,retention,5,4,control,13
25,25,1,retention,5,5,control,8
25,26,2,encoding,1,1,spatial,19
25,27,2,encoding,1,2,spatial,6
25,28,2,encoding,1,3,spatial,18
25,29,2,encoding,1,4,spatial,2
25,30,2,encoding,1,5,spatial,10
25,31,2,encoding,2,1,motor,13
25,32,2,encoding,2,2,motor,25
25,33,2,encoding,2,3,motor,21
25,34,2,encoding,2,4,motor,14
25,35,2,encoding,2,5,motor,9
25,36,2,encoding,3,1,verbal,8
25,37,2,encoding,3,2,verbal,20
25,38,2,encoding,3,3,verbal,16
25,39,2,encoding,3,4,verbal,24
25,40,2,encoding,3,5,verbal,4
25,41,2,encoding,4,1,visual,7
25,42,2,encoding,4,2,visual,11
25,43,2,encoding,4,3,visual,3
25,44,2,encoding,4,4,visual,22
25,45,2,encoding,4,5,visual,15
25,46,2,encoding,5,1,control,1
25,47,2,encoding,5,2,control,5
25,48,2,encoding,5,3,control,17
25,49,2,encoding,5,4,control,23
25,50,2,encoding,5,5,control,12
26,1,1,encoding,1,1,control,15
26,2,1,encoding,1,2,control,3
26,3,1,encoding,1,3,control,7
26,4,1,encoding,1,4,control,9
26,5,1,encoding,1,5,control,5
26,6,1,encoding,2,1,visual,14
26,7,1,encoding,2,2,visual,13
26,8,1,encoding,2,3,visual,12
26,9,1,encoding,2,4,visual,20
26,10,1,encoding,2,5,visual,23
26,11,1,encoding,3,1,motor,22
26,12,1,encoding,3,2,motor,10
26,13,1,encoding,3,3,motor,17
26,14,1,encoding,3,4,motor,19
26,15,1,encoding,3,5,motor,1
26,16,1,encoding,4,1,spatial,2
26,17,1,encoding,4,2,spatial,25
26,18,1,encoding,4,3,spatial,18
26,19,1,encoding,4,4,spatial,11
26,20,1,encoding,4,5,spatial,8
26,21,1,encoding,5,1,verbal,4
26,22,1,encoding,5,2,verbal,6
26,23,1,encoding,5,3,verbal,21
26,24,1,encoding,5,4,verbal,16
26,25,1,encoding,5,5,verbal,24
26,26,2,retention,1,1,spatial,19
26,27,2,retention,1,2,spatial,10
26,28,2,retention,1,3,spatial,17
26,29,2,retention,1,4,spatial,3
26,30,2,retention,1,5,spatial,7
26,31,2,retention,2,1,control,25
26,32,2,retention,2,2,control,24
26,33,2,retention,2,3,control,23
26,34,2,retention,2,4,control,2
26,35,2,retention,2,5,control,9
26,36,2,retention,3,1,verbal,16
26,37,2,retention,3,2,verbal,15
26,38,2,retention,3,3,verbal,8
26,39,2,retention,3,4,verbal,14
26,40,2,retention,3,5,verbal,21
26,41,2,retention,4,1,visual,20
26,42,2,retention,4,2,visual,1
26,43,2,retention,4,3,visual,18
26,44,2,retention,4,4,visual,13
26,45,2,retention,4,5,visual,22
26,46,2,retention,5,1,motor,5
26,47,2,retention,5,2,motor,6
26,48,2,retention,5,3,motor,4
26,49,2,retention,5,4,motor,12
26,50,2,retention,5,5,motor,11
27,1,1,retention,1,1,spatial,19
27,2,1,retention,1,2,spatial,9
27,3,1,retention,1,3,spatial,2
27,4,1,retention,1,4,spatial,4
27,5,1,retention,1,5,spatial,23
27,6,1,retention,2,1,motor,12
27,7,1,retention,2,2,motor,11
27,8,1,retention,2,3,motor,18
27,9,1,retention,2,4,motor,16
27,10,1,retention,2,5,motor,21
27,11,1,retention,3,1,control,6
27,12,1,retention,3,2,control,24
27,13,1,retention,3,3,control,8
27,14,1,retention,3,4,control,13
27,15,1,retention,3,5,control,5
27,16,1,retention,4,1,verbal,17
27,17,1,retention,4,2,verbal,25
27,18,1,retention,4,3,verbal,22
27,19,1,retention,4,4,verbal,1
27,20,1,retention,4,5,verbal,7
27,21,1,retention,5,1,visual,10
27,22,1,retention,5,2,visual,15
27,23,1,retention,5,3,visual,3
27,24,1,retention,5,4,visual,14
27,25,1,retention,5,5,visual,20
27,26,2,encoding,1,1,visual,23
27,27,2,encoding,1,2,visual,14
27,28,2,encoding,1,3,visual,9
27,29,2,encoding,1,4,visual,5
27,30,2,encoding,1,5,visual,20
27,31,2,encoding,2,1,verbal,10
27,32,2,encoding,2,2,verbal,1
27,33,2,encoding,2,3,verbal,7
27,34,2,encoding,2,4,verbal,4
27,35,2,encoding,2,5,verbal,24
27,36,2,encoding,3,1,motor,2
27,37,2,encoding,3,2,motor,18
27,38,2,encoding,3,3,motor,17
27,39,2,encoding,3,4,motor,3
27,40,2,encoding,3,5,motor,12
27,41,2,encoding,4,1,control,19
27,42,2,encoding,4,2,control,13
27,43,2,encoding,4,3,control,8
27,44,2,encoding,4,4,control,6
27,45,2,encoding,4,5,control,25
27,46,2,encoding,5,1,spatial,21
27,47,2,encoding,5,2,spatial,11
27,48,2,encoding,5,3,spatial,15
27,49,2,encoding,5,4,spatial,16
27,50,2,encoding,5,5,spatial,22
28,1,1,encoding,1,1,visual,18
28,2,1,encoding,1,2,visual,2
28,3,1,encoding,1,3,visual,14
28,4,1,encoding,1,4,visual,8
28,5,1,encoding,1,5,visual,20
28,6,1,encoding,2,1,spatial,11
28,7,1,encoding,2,2,spatial,16
28,8,1,encoding,2,3,spatial,5
28,9,1,encoding,2,4,spatial,10
28,10,1,encoding,2,5,spatial,9
28,11,1,encoding,3,1,verbal,12
28,12,1,encoding,3,2,verbal,15
28,13,1,encoding,3,3,verbal,4
28,14,1,encoding,3,4,verbal,7
28,15,1,encoding,3,5,verbal,19
28,16,1,encoding,4,1,control,23
28,17,1,encoding,4,2,control,22
28,18,1,encoding,4,3,control,6
28,19,1,encoding,4,4,control,1
28,20,1,encoding,4,5,control,3
28,21,1,encoding,5,1,motor,24
28,22,1,encoding,5,2,motor,21
28,23,1,encoding,5,3,motor,25
28,24,1,encoding,5,4,motor,17
28,25,1,encoding,5,5,motor,13
28,26,2,retention,1,1,motor,19
28,27,2,retention,1,2,motor,20
28,28,2,retention,1,3,motor,14
28,29,2,retention,1,4,motor,8
28,30,2,retention,1,5,motor,25
28,31,2,retention,2,1,spatial,4
28,32,2,retention,2,2,spatial,18
28,33,2,retention,2,3,spatial,11
28,34,2,retention,2,4,spatial,21
28,35,2,retention,2,5,spatial,22
28,36,2,retention,3,1,visual,16
28,37,2,retention,3,2,visual,23
28,38,2,retention,3,3,visual,1
28,39,2,retention,3,4,visual,3
28,40,2,retention,3,5,visual,12
28,41,2,retention,4,1,verbal,17
28,42,2,retention,4,2,verbal,2
28,43,2,retention,4,3,verbal,10
28,44,2,retention,4,4,verbal,15
28,45,2,retention,4,5,verbal,5
28,46,2,retention,5,1,control,7
28,47,2,retention,5,2,control,9
28,48,2,retention,5,3,control,24
28,49,2,retention,5,4,control,13
28,50,2,retention,5,5,control,6
29,1,1,retention,1,1,verbal,18
29,2,1,retention,1,2,verbal,5
29,3,1,retention,1,3,verbal,17
29,4,1,retention,1,4,verbal,11
29,5,1,retention,1,5,verbal,20
29,6,1,retention,2,1,control,13
29,7,1,retention,2,2,control,23
29,8,1,retention,2,3,control,2
29,9,1,retention,2,4,control,15
29,10,1,retention,2,5,control,19
29,11,1,retention,3,1,visual,9
29,12,1,retention,3,2,visual,12
29,13,1,retention,3,3,visual,7
29,14,1,retention,3,4,visual,16
29,15,1,retention,3,5,visual,4
29,16,1,retention,4,1,motor,6
29,17,1,retention,4,2,motor,21
29,18,1,retention,4,3,motor,3
29,19,1,retention,4,4,motor,24
29,20,1,retention,4,5,motor,1
29,21,1,retention,5,1,spatial,25
29,22,1,retention,5,2,spatial,22
29,23,1,retention,5,3,spatial,8
29,24,1,retention,5,4,spatial,10
29,25,1,retention,5,5,spatial,14
29,26,2,encoding,1,1,control,9
29,27,2,encoding,1,2,control,14
29,28,2,encoding,1,3,control,11
29,29,2,encoding,1,4,control,20
29,30,2,encoding,1,5,control,21
29,31,2,encoding,2,1,visual,8
29,32,2,encoding,2,2,visual,17
29,33,2,encoding,2,3,visual,5
29,34,2,encoding,2,4,visual,18
29,35,2,encoding,2,5,visual,23
29,36,2,encoding,3,1,spatial,22
29,37,2,encoding,3,2,spatial,10
29,38,2,encoding,3,3,spatial,6
29,39,2,encoding,3,4,spatial,2
29,40,2,encoding,3,5,spatial,3
29,41,2,encoding,4,1,motor,19
29,42,2,encoding,4,2,motor,16
29,43,2,encoding,4,3,motor,24
29,44,2,encoding,4,4,motor,13
29,45,2,encoding,4,5,motor,12
29,46,2,encoding,5,1,verbal,15
29,47,2,encoding,5,2,verbal,25
29,48,2,encoding,5,3,verbal,7
29,49,2,encoding,5,4,verbal,1
29,50,2,encoding,5,5,verbal,4
30,1,1,encoding,1,1,motor,6
30,2,1,encoding,1,2,motor,8
30,3,1,encoding,1,3,motor,17
30,4,1,encoding,1,4,motor,25
30,5,1,encoding,1,5,motor,24
30,6,1,encoding,2,1,verbal,14
30,7,1,encoding,2,2,verbal,12
30,8,1,encoding,2,3,verbal,2
30,9,1,encoding,2,4,verbal,19
30,10,1,encoding,2,5,verbal,11
30,11,1,encoding,3,1,spatial,10
30,12,1,encoding,3,2,spatial,18
30,13,1,encoding,3,3,spatial,21
30,14,1,encoding,3,4,spatial,3
30,15,1,encoding,3,5,spatial,13
30,16,1,encoding,4,1,visual,4
30,17,1,encoding,4,2,visual,20
30,18,1,encoding,4,3,visual,7
30,19,1,encoding,4,4,visual,5
30,20,1,encoding,4,5,visual,15
30,21,1,encoding,5,1,control,1
30,22,1,encoding,5,2,control,23
30,23,1,encoding,5,3,control,9
30,24,1,encoding,5,4,control,16
30,25,1,encoding,5,5,control,22
30,26,2,retention,1,1,verbal,15
30,27,2,retention,1,2,verbal,13
30,28,2,retention,1,3,verbal,11
30,29,2,retention,1,4,verbal,16
30,30,2,retention,1,5,verbal,22
30,31,2,retention,2,1,motor,10
30,32,2,retention,2,2,motor,7
30,33,2,retention,2,3,motor,20
30,34,2,retention,2,4,motor,12
30,35,2,retention,2,5,motor,5
30,36,2,retention,3,1,control,17
30,37,2,retention,3,2,control,2
30,38,2,retention,3,3,control,24
30,39,2,retention,3,4,control,21
30,40,2,retention,3,5,control,23
